sample,crossings,bin_width_ps,bin_width_err_ps
0,15345,97.25076076182138,0.7850721313780488
1,16065,101.81384631076315,0.8032791222915444
2,15025,95.2227227400695,0.7768431756385902
3,15870,100.57801064125809,0.7983890611190101
4,16181,102.54901009364823,0.8061740110758843
5,15394,97.56130408390216,0.7863245873481814
6,14605,92.56092283652013,0.7659085104487557
7,14701,93.1693342430457,0.7684215808766036
8,15902,100.78081444343327,0.7991935848763532
9,15751,99.82383400191911,0.7953900985384108
10,16094,101.99763725648442,0.8040038216735357
11,15883,100.66039968589178,0.7987159966309425
12,15486,98.14436501515583,0.7886707643866526
13,15144,95.9768993794085,0.7799134590438872
14,16564,104.97631810093253,0.8156591745564844
15,16224,102.82152770282113,0.8072444789915281
16,14377,91.11594574602191,0.7599066603060853
17,15130,95.88817271595683,0.7795528768633042
18,17080,108.24652941100746,0.8282664074895529
19,15391,97.54229122744823,0.7862479637057523
20,15422,97.73875741080545,0.7870393816145302
21,14786,93.70803184257355,0.770639854926323
22,16009,101.45893965695659,0.8018778493147725
23,16337,103.53767862925227,0.8100508258437636
24,16188,102.59337342537404,0.8063483701354852
25,14764,93.5686042285781,0.7700663263191433
26,15745,99.78580828901126,0.7952385908513564
27,15852,100.46393350253456,0.7979361600362648
28,14561,92.28206760852925,0.7647539265917019
29,15610,98.93022974858468,0.791822003812213
30,16994,107.70149419266164,0.8261785620066662
31,14323,90.77371432985127,0.7584782133419014
32,16580,105.07772000202011,0.816053022563287
33,16051,101.72511964731153,0.8029290333133601
34,15587,98.78446451577126,0.7912384477758291
35,15926,100.93291729506468,0.7997964466051869
36,15538,98.4739211936905,0.7899937822773595
37,14999,95.05794465080216,0.7761707407632156
38,15311,97.03528172201025,0.784201904772544
39,16583,105.09673285847403,0.8161268479051051
40,14107,89.40478866516874,0.7527373187649343
41,16234,102.88490389100087,0.8074932216341653
42,15813,100.21676636863354,0.7969539914037845
43,15020,95.19103464597963,0.7767139064513007
44,15809,100.19141589336165,0.7968531877110712
45,15606,98.90487927331279,0.7917205467032294
46,15292,96.91486696446874,0.7837151807994593
47,14445,91.5469038256442,0.7617016347709387
48,16165,102.44760819256062,0.8057753344063522
49,15165,96.10998937458595,0.7804540199497483
50,15819,100.25479208154138,0.797105173040619
51,14506,91.93349857354065,0.763308240858121
52,16598,105.19179714074367,0.8164958744878945
53,15016,95.16568417070772,0.7766104756090482
54,15547,98.53095976305227,0.7902225412802558
55,14286,90.5392224335862,0.7574979074953876
56,16206,102.70745056409758,0.8067965489770197
57,15496,98.20774120333556,0.788925363213179
58,15956,101.12304585960392,0.8005493853415553
59,16053,101.73779488494745,0.8029790553694975
60,15072,95.5205908245143,0.7780572561923068
61,15762,99.89354780891682,0.7956677877029108
62,14971,94.88049132389887,0.7754459280136974
63,29521,187.0928451254304,1.0889091495507552
