sample,crossings,bin_width_ps,bin_width_err_ps
0,7617,98.1200737478564,1.1242577451465305
1,7505,96.6773209239415,1.1159616199699427
2,9112,117.37824760279211,1.2296478814914302
3,6424,82.75217982883413,1.032468181510614
4,7704,99.24078353071889,1.1306600501416733
5,7689,99.04755770608742,1.129558793378815
6,7537,97.08953601648861,1.1183382213466562
7,7930,102.15205262183291,1.1471243642444982
8,7553,97.29564356276217,1.1195246300837844
9,8216,105.83622501147278,1.16762699105844
10,7701,99.20213836579259,1.1304398846152668
11,7421,95.5952563060053,1.109698824924548
12,8313,107.08575201075622,1.174499403676835
13,7146,92.0527828544285,1.0889436739846512
14,8137,104.81856900174708,1.161999840276879
15,7811,100.61912774642332,1.1384847805307152
16,7583,97.68209521202509,1.1217457643950204
17,8459,108.96648337050247,1.1847682925775216
18,7631,98.30041785084576,1.1252904603063443
19,8665,111.62011802877454,1.1991077057982482
20,7339,94.5389551313533,1.1035508616900425
21,8385,108.01323596898726,1.1795746858146303
22,7617,98.1200737478564,1.1242577451465305
23,7191,92.63246032832288,1.0923669571037435
24,7579,97.63056832545671,1.121449867327252
25,7864,101.30185899345447,1.1423407326103225
26,7883,101.54661170465434,1.1437198895173213
27,7328,94.39725619329023,1.1027235274808123
28,8124,104.65110662039983,1.16107124028694
29,7870,101.37914932330705,1.142776435658119
30,7819,100.7221815195601,1.1390676474730492
31,7084,91.25411611261846,1.084209445844479
32,8243,106.18403149580942,1.169543986588246
33,8436,108.67020377273423,1.1831565051971664
34,7080,91.20258922605005,1.0839033017057076
35,8033,103.47886995096896,1.1545501282088995
36,7910,101.89441818899097,1.1456768881294825
37,7408,95.42779392465803,1.1087264217366177
38,8507,109.58480600932315,1.1881249796277118
39,7589,97.75938554187768,1.1221894637060872
40,7153,92.14295490592318,1.089476891163113
41,9048,116.55381741769789,1.2253219300651708
42,6808,87.69876093939956,1.0628786510125203
43,7671,98.81568671652965,1.1282358663661793
44,7833,100.90252562254945,1.1400869475852662
45,8551,110.15160176157544,1.1911936334298414
46,7383,95.1057508836056,1.1068540145137806
47,7269,93.63723461640649,1.098275371509496
48,8195,105.56570885698872,1.1661338158403745
49,7213,92.91585820444902,1.094036663702963
50,8943,115.20123664527763,1.218191390254366
51,6793,87.50553511476808,1.0617070902519339
52,7770,100.09097715909732,1.1354928915008788
53,7790,100.34861159193926,1.13695333312248
54,7104,91.5117505454604,1.085738871694148
55,8300,106.91828962940897,1.173580694053546
56,7215,92.94162164773321,1.0941883288681338
57,6777,87.29942756849452,1.0604559988287097
58,8153,105.02467654802064,1.1631417148580494
59,8040,103.56904200246362,1.15505305930699
60,7927,102.11340745690663,1.1469073592866823
61,7460,96.0976434500471,1.1126109353161318
62,7393,95.23456810002658,1.10760335724027
63,8596,110.73127923546981,1.1943238740746538
