sample,crossings,bin_width_ps,bin_width_err_ps
0,14939,94.85775741473084,0.7760900033304281
1,15410,97.84845316025185,0.788229428395096
2,16263,103.2647237991678,0.8097513053362645
3,14162,89.92406188549556,0.7556377058252159
4,16820,106.80149137932744,0.8235013614570137
5,16257,103.22662576419302,0.8096019185062253
6,14129,89.71452269313421,0.7547568066723658
7,15011,95.31493383442832,0.7779579768903361
8,17141,108.83973625047871,0.8313222478194638
9,15528,98.59771451475603,0.7912415535112648
10,13779,87.49213731960481,0.7453498627737868
11,16404,104.16002762107534,0.8132539963302571
12,15412,97.86115250524344,0.7882805772500471
13,15540,98.67391058470562,0.7915472292242367
14,16025,101.7535017451678,0.8038043365038886
15,15517,98.52786811730226,0.7909612469989138
16,15269,96.95314933834428,0.7846150302758099
17,16292,103.44886430154594,0.8104729535136243
18,15105,95.91180304903337,0.780389990865382
19,15806,100.36292346858798,0.7982929880353472
20,16286,103.41076626657116,0.8103236997226935
21,15484,98.31832892494093,0.7901197308051154
22,16164,102.63610622208377,0.8072828876881997
23,15362,97.54366888045352,0.7870008585951305
24,16733,106.249069872193,0.8213688554307476
25,15057,95.60701876923504,0.7791490598622858
26,16738,106.280818234672,0.821491563179827
27,14300,90.80031668991573,0.7593103933805553
28,16964,107.7158442187224,0.8270189437959182
29,14684,93.23859092830227,0.7694377923941805
30,15412,97.86115250524344,0.7882805772500471
31,16318,103.6139557864367,0.8111194025776961
32,15324,97.30238132561318,0.7860268789799267
33,15984,101.49316517284007,0.8027754103169185
34,16606,105.4426614652266,0.818245908874295
35,14405,91.46703230197456,0.7620929728583926
36,16469,104.57275633330225,0.8148636417827139
37,15587,98.97234519200815,0.792743324229444
38,15942,101.22647892801655,0.801720019143674
39,15401,97.79130610778965,0.7879992174620636
40,15583,98.94694650202494,0.7926415991777961
41,16557,105.1315275129325,0.817037801261441
42,14182,90.05105533541152,0.7561710846633013
43,17369,110.28746157952072,0.8368328754434153
44,14050,89.21289856596614,0.7526437990807864
45,16246,103.15677936673922,0.8093279710353016
46,15859,100.69945611086528,0.799630268817414
47,15269,96.95314933834428,0.7846150302758099
48,14694,93.30208765326026,0.769699746506694
49,16732,106.2427201996972,0.8213443116810465
50,15211,96.58486833358798,0.7831234142637314
51,15943,101.23282860051235,0.8017451636502317
52,14686,93.25129027329388,0.7694901903507528
53,14807,94.01960064528548,0.772653656099102
54,15502,98.43262302986528,0.7905788506796891
55,16709,106.09667773229383,0.8207796028729774
56,15782,100.21053132868883,0.7976866894759556
57,15689,99.62001178657957,0.795332917005418
58,15783,100.21688100118462,0.7977119611162373
59,14988,95.16889136702495,0.7773617510328219
60,17016,108.04602718850391,0.8282855106297098
61,15031,95.44192728434429,0.778476062973925
62,15003,95.26413645446193,0.7777506458247871
63,23206,147.3504999374954,0.9672783553327574
