sample,crossings,bin_width_ps,bin_width_err_ps
0,7154,90.99158361238908,1.0757881487266845
1,7799,99.19532577481444,1.1232378974303792
2,7563,96.19364647197352,1.1061125959476543
3,7932,100.88695012768663,1.1327749603073132
4,7988,101.5992130131065,1.1367666287161002
5,8041,102.27331895823603,1.1405315902077389
6,7814,99.38611047626618,1.124317553471596
7,6703,85.25532358873973,1.0413264444303796
8,8979,114.20372228901894,1.2052198433367336
9,7139,90.80079891093733,1.0746597387639734
10,7658,97.40194958116795,1.1130379410023652
11,7620,96.91862833749019,1.1102729866263044
12,8114,103.20180450530123,1.1456970356316136
13,7942,101.01413992865447,1.1334887892018424
14,7940,100.9887019684609,1.1333460593908877
15,7816,99.41154843645975,1.1244614292868205
16,7628,97.02038017826446,1.1108556542007213
17,7989,101.61193199320329,1.1368377811355805
18,7195,91.5130617963572,1.0788664475196106
19,8282,105.33859316156087,1.1574970712036665
20,7620,96.91862833749019,1.1102729866263044
21,8357,106.29251666881963,1.162726280750437
22,7841,99.72952293887933,1.1262583261940038
23,7533,95.81207706907003,1.1039166188046032
24,8844,112.48665997595317,1.1961252398423001
25,7186,91.39859097548614,1.078191476265354
26,8446,107.42450589743335,1.1689012586254903
27,7626,96.99494221807089,1.1107100159629013
28,7810,99.33523455587905,1.1240297465928315
29,7442,94.65464988026272,1.097228603297905
30,8287,105.40218806204477,1.1578464199187117
31,7874,100.14924928207319,1.1286258495739396
32,7618,96.89319037729662,1.110127271947991
33,8095,102.96014388346235,1.1443548491686142
34,8040,102.26059997813925,1.1404606682420448
35,8309,105.682005624174,1.1593823036953903
36,6765,86.0439003547403,1.0461312805100342
37,7972,101.39570933155797,1.1356275837119005
38,8548,108.72184186730527,1.1759383244013684
39,7521,95.65944930790862,1.1030370038292274
40,7527,95.73576318848932,1.1034768989628976
41,8727,110.9985393046295,1.1881869432827574
42,7244,92.13629182109959,1.0825339079511558
43,7804,99.25892067529834,1.1235978980477541
44,7883,100.26372010294425,1.1292706763300013
45,7580,96.40986913361886,1.1073550499473956
46,7134,90.73720401045341,1.0742833387178357
47,7960,101.24308157039657,1.1347725496463603
48,7556,96.10461361129605,1.1056005914122613
49,8226,104.62633027614099,1.153577137594939
50,8053,102.42594671939744,1.1413823100601401
51,7726,98.26684022774924,1.117968686963345
52,6806,86.56537853870843,1.0492965866257076
53,8094,102.94742490336557,1.1442841641659731
54,8148,103.63424982859186,1.1480949267873923
55,8179,104.02853821159215,1.150276882759417
56,7570,96.28267933265101,1.1066243635927124
57,7607,96.753281596232,1.1093254990853512
58,7535,95.83751502926359,1.104063153167604
59,8138,103.50706002762405,1.1473901848839059
60,7787,99.04269801365302,1.1223734248312327
61,7181,91.33499607500224,1.0778163095897888
62,8523,108.40386736488567,1.1742174549155442
63,11167,142.0328507407812,1.3440658472193305
