sample,crossings,bin_width_ps,bin_width_err_ps
0,14671,93.19136434736349,0.7693887139662156
1,16181,102.78300501020303,0.8080135278130822
2,15240,96.80569781567853,0.784166773197956
3,15618,99.20678402134298,0.7938321104836145
4,14836,94.23945753237575,0.7737031503374123
5,16273,103.36739636184625,0.8103073254591774
6,13830,87.8492651437555,0.7470110790039068
7,16812,106.7911674328863,0.8236176474109452
8,16365,103.95178771348942,0.8125946481836243
9,15010,95.34471943657051,0.778227008512322
10,15511,98.5271114710623,0.7911081375408932
11,14193,90.1550701507825,0.7567510884129404
12,16909,107.40731918407533,0.825990238614516
13,15267,96.97720397322598,0.7848611017277833
14,15950,101.31567455118586,0.8022251933217465
15,16444,104.45360202631349,0.8145536365834292
16,14490,92.04163788380458,0.7646279087297161
17,15710,99.7911753729862,0.7961667665751518
18,14994,95.24308615802387,0.7778121200336744
19,16539,105.05704961768419,0.8169031608413995
20,15771,100.17865224744527,0.7977109779038082
21,16544,105.08881001723003,0.8170266328514215
22,14954,94.98900296165725,0.7767739293413382
23,15855,100.71222695981517,0.799832553400231
24,16134,102.48445725447226,0.8068391797178908
25,15655,99.4418109779821,0.794771872705778
26,16088,102.19226157865067,0.8056881602989505
27,15529,98.64144890942728,0.7915670317973862
28,16054,101.97629086173905,0.8048363488275397
29,15284,97.08518933168179,0.7852979565943625
30,15669,99.53074009671042,0.7951271687677783
31,15802,100.3755667246294,0.7984945965769557
32,15390,97.75850980205331,0.7880164123059606
33,15744,100.0071460898978,0.7970278435855266
34,16347,103.83745027512445,0.8121476354158549
35,15529,98.64144890942728,0.7915670317973862
36,15538,98.69861762860977,0.7917963791916935
37,15847,100.66141032054183,0.7996307411082655
38,15436,98.05070547787491,0.7891932059676445
39,16452,104.50441866558681,0.8147517525140212
40,15044,95.56069015348213,0.7791079129555161
41,15631,99.28936106016214,0.7941624239310944
42,16502,104.82202266104508,0.8159888872915426
43,15186,96.4626855005836,0.782776268516352
44,14479,91.97176500480376,0.7643376221915825
45,16779,106.58154879588386,0.8228089175465044
46,15685,99.63237337525706,0.7955330271078767
47,15223,96.6977124572227,0.7837292878039991
48,14798,93.99807849582747,0.7727116576792954
49,16507,104.8537830605909,0.8161124976246545
50,15396,97.7966222815083,0.788170006774295
51,14968,95.07793208038558,0.7771374538476421
52,15355,97.53618700523252,0.7871198472231042
53,16168,102.70042797138387,0.8076888789501198
54,15829,100.54707288217686,0.7991764771189468
55,15366,97.60605988423335,0.7874017348237301
56,15812,100.43908752372104,0.7987472127990929
57,16204,102.92910284811383,0.8085875872593571
58,15405,97.85379100069079,0.7884003423712753
59,15109,95.97357534757788,0.7807892287782326
60,15891,100.9409018365451,0.8007400792822479
61,14610,92.8038874729044,0.7677875416474726
62,16960,107.73127525944277,0.8272349540271242
63,22172,140.83831574601209,0.94584154904028
